TradingDate,TradingPeriod,Benmore,Haywards,Otahuhu
8/05/2019,45,110.5,117.05,132.24
8/05/2019,46,105.15,109.14,118.62
8/05/2019,47,105.3,109.29,119.45
8/05/2019,48,114.03,118.35,129.26
9/05/2019,1,112.9,116.61,127.4
9/05/2019,2,73.97,76.4,83.79
9/05/2019,3,115.18,118.97,128.72
9/05/2019,4,109.89,113.5,123.93
9/05/2019,5,110.54,114.17,125.1
9/05/2019,6,112.49,116.19,127.19
9/05/2019,7,113.76,117.49,127.23
9/05/2019,8,113.76,117.5,127.24
9/05/2019,9,115.17,118.95,130.25
9/05/2019,10,115.18,118.96,129.82
9/05/2019,11,121.37,125.35,138.17
9/05/2019,12,131.22,136.18,153.66
9/05/2019,13,112.42,119.09,138.08
9/05/2019,14,108.22,115.64,134.24
9/05/2019,15,100.96,107.88,127.63
9/05/2019,16,98.36,106.28,127.92
9/05/2019,17,97.91,106.43,127.9
9/05/2019,18,97.55,106.05,127.52
9/05/2019,19,93.98,102.17,122.45
9/05/2019,20,62.28,67.7,83.25
9/05/2019,21,62.52,67.97,83.52
9/05/2019,22,62.74,68.2,83.85
9/05/2019,23,77.87,83.27,102.07
9/05/2019,24,63.87,68.26,83.69
9/05/2019,25,85.12,90.96,107.18
9/05/2019,26,96.03,102.62,120.71
9/05/2019,27,101.46,108.41,127.43
9/05/2019,28,100,106.86,125.64
9/05/2019,29,92.99,99.37,115.25
9/05/2019,30,91.2,97.46,113.05
9/05/2019,31,96.36,104.76,122.15
9/05/2019,32,95.61,103.94,122.22
9/05/2019,33,92.99,101.09,119.12
9/05/2019,34,92.97,99.43,117.12
9/05/2019,35,65.26,70.94,84.37
9/05/2019,36,62.25,67.67,81.14
9/05/2019,37,83.91,92.39,113.21
9/05/2019,38,92.29,101.63,124.04
9/05/2019,39,92.46,101.81,124.03
9/05/2019,40,92.94,101.03,119.33
9/05/2019,41,92.91,102.85,120.93
9/05/2019,42,66.68,71.27,83.51
9/05/2019,43,92.33,98.65,114.76
9/05/2019,44,66.39,70.33,81.59
9/05/2019,45,92.12,95.61,107.2
9/05/2019,46,75.82,78.31,85.66
9/05/2019,47,75.85,78.34,86.63
9/05/2019,48,73.6,76.02,83.68
10/05/2019,1,115.86,116.86,126.24
10/05/2019,2,115.91,116.91,125.59
10/05/2019,3,79.89,80.49,86.16
10/05/2019,4,104.25,105.15,112.81
10/05/2019,5,79.94,80.64,85.55
10/05/2019,6,79.84,80.45,85.09
10/05/2019,7,58.34,58.79,62.16
10/05/2019,8,79.84,80.45,85.15
10/05/2019,9,58.27,58.77,62.25
10/05/2019,10,79.88,80.56,86.77
10/05/2019,11,115.84,116.83,127.26
10/05/2019,12,79.91,82.53,90.04
10/05/2019,13,80.12,83.15,90.39
10/05/2019,14,112.47,116.73,132.44
10/05/2019,15,93.11,99.5,117.4
10/05/2019,16,80.24,85.74,104.88
10/05/2019,17,102.38,109.4,133.73
10/05/2019,18,67.03,71.63,89.67
10/05/2019,19,61.05,65.24,81.65
10/05/2019,20,67.06,71.68,89.72
10/05/2019,21,67.27,71.89,89.92
10/05/2019,22,98.22,106.78,133.97
10/05/2019,23,108.04,115.45,138.77
10/05/2019,24,105.31,112.53,136.32
10/05/2019,25,105.26,112.48,136.6
10/05/2019,26,107.06,114.4,136.48
10/05/2019,27,108.32,115.75,138.08
10/05/2019,28,113.86,121.66,144.42
10/05/2019,29,113.26,121.03,144.45
10/05/2019,30,108.31,115.74,136.3
10/05/2019,31,109.25,116.74,137.38
10/05/2019,32,108.6,116.06,136.61
10/05/2019,33,105.26,112.5,132.58
10/05/2019,34,105.34,114.51,133.85
10/05/2019,35,69.37,76.38,89.17
10/05/2019,36,95.72,105.43,124.06
10/05/2019,37,95.6,105.34,123.47
10/05/2019,38,96.02,105.81,122.8
10/05/2019,39,95.93,105.7,122.47
10/05/2019,40,68.56,75.49,86.83
10/05/2019,41,93.26,99.72,113.56
10/05/2019,42,73.39,78.49,88.19
10/05/2019,43,90.25,96.45,108.34
10/05/2019,44,73.42,77.77,87.36
10/05/2019,45,102.72,108.81,122.24
10/05/2019,46,102.7,108.79,122.05
10/05/2019,47,103.06,106.96,116.91
10/05/2019,48,105.09,109.06,120.31
11/05/2019,1,77.52,80.06,86.25
11/05/2019,2,75.76,78.24,84.71
11/05/2019,3,112.63,113.59,122.12
11/05/2019,4,81.07,81.76,87.88
11/05/2019,5,77.49,78.15,84.13
11/05/2019,6,75.12,75.76,81.46
11/05/2019,7,74.91,75.55,81.23
11/05/2019,8,74.91,75.55,81.01
11/05/2019,9,74.91,75.55,81.13
11/05/2019,10,75.24,75.8,81.45
11/05/2019,11,74.91,77.39,82.74
11/05/2019,12,109.22,112.91,121.13
11/05/2019,13,75.25,78.25,84.24
11/05/2019,14,107.55,118.23,127.3
11/05/2019,15,92.25,96.46,103.03
11/05/2019,16,109.72,119.85,128.11
11/05/2019,17,91.24,117.36,129.16
11/05/2019,18,91.22,117.94,129.9
11/05/2019,19,91.22,104.19,114.75
11/05/2019,20,91.28,105.33,115.81
11/05/2019,21,97.41,108.17,118.55
11/05/2019,22,95.24,105.87,115.91
11/05/2019,23,80.07,89.82,97.3
11/05/2019,24,73.7,83.05,90.16
11/05/2019,25,79.99,89.71,94.78
11/05/2019,26,105,116.2,122.87
11/05/2019,27,105,113.94,119.62
11/05/2019,28,79.99,84.8,88.85
11/05/2019,29,79.97,84.17,88.15
11/05/2019,30,79.97,83.55,87.51
11/05/2019,31,82.29,85.06,88.99
11/05/2019,32,105,111.22,116.45
11/05/2019,33,104.96,108.47,111.63
11/05/2019,34,105.08,115.62,121.27
11/05/2019,35,74.98,81.02,83.96
11/05/2019,36,75.06,83.01,88.42
11/05/2019,37,66.93,77.76,83.98
11/05/2019,38,68.18,77.2,82.87
11/05/2019,39,53.57,61.73,66.26
11/05/2019,40,42.31,61.86,66.29
11/05/2019,41,44.34,62.26,66.27
11/05/2019,42,34.26,52.2,55.57
11/05/2019,43,44.98,52.62,55.54
11/05/2019,44,42.31,49.14,52.12
11/05/2019,45,48.11,49.69,52.28
11/05/2019,46,25.85,26.86,28.46
11/05/2019,47,55.72,57.56,60.77
11/05/2019,48,18.03,18.16,19.69
12/05/2019,1,25.71,25.9,27.35
12/05/2019,2,25.56,23.84,25.32
12/05/2019,3,104.86,54.4,57.9
12/05/2019,4,59.69,59.28,61.23
12/05/2019,5,56.88,56.47,58.59
12/05/2019,6,59.76,59.35,61.3
12/05/2019,7,49.93,49.59,51.23
12/05/2019,8,40.95,40.67,42
12/05/2019,9,40.95,40.66,42
12/05/2019,10,57.5,57.17,59.27
12/05/2019,11,79.07,78.75,81.63
12/05/2019,12,78.9,82.05,85.05
12/05/2019,13,76.89,121.81,125.84
12/05/2019,14,73.98,76.41,81.6
12/05/2019,15,76.94,77.51,82.84
12/05/2019,16,76.94,81.53,89.75
12/05/2019,17,105.87,117.12,127.58
12/05/2019,18,107.29,118.63,130.02
12/05/2019,19,119.88,136.06,147.51
12/05/2019,20,137,172.38,190.17
12/05/2019,21,142.38,174.93,191.22
12/05/2019,22,137,172.25,190.05
12/05/2019,23,127.77,162.46,174.11
12/05/2019,24,105.16,136.39,147.33
12/05/2019,25,125.5,154.4,166.78
12/05/2019,26,125.5,172.5,186.88
12/05/2019,27,137,168.81,182.72
12/05/2019,28,133.52,172.78,186.51
12/05/2019,29,137,172.58,187.3
12/05/2019,30,137.38,172.64,187.29
12/05/2019,31,137,166.18,180.82
12/05/2019,32,137,167.84,182.62
12/05/2019,33,149,172.05,187.99
12/05/2019,34,137,154.91,170.18
12/05/2019,35,137,171.4,188.76
12/05/2019,36,129.02,175.53,193.26
12/05/2019,37,108.27,175.02,193.52
12/05/2019,38,114.43,118.77,133.44
12/05/2019,39,109.58,113.73,127.54
12/05/2019,40,105.28,109.27,123.15
12/05/2019,41,105.01,108.99,123.4
12/05/2019,42,105.32,109.3,123.44
12/05/2019,43,104.99,108.96,122.1
12/05/2019,44,94.13,97.69,113
12/05/2019,45,94.05,97.14,108.76
12/05/2019,46,61.93,63.97,70.53
12/05/2019,47,74.31,74.94,81.75
12/05/2019,48,62.46,62.92,66.34
13/05/2019,1,76.95,77.53,80.53
13/05/2019,2,76.92,76.38,78.75
13/05/2019,3,62.29,61.86,63.77
13/05/2019,4,76.91,76.38,79.06
13/05/2019,5,77.05,76.51,79.6
13/05/2019,6,0.03,0.03,0.03
13/05/2019,7,0.03,0.03,0.03
13/05/2019,8,0.03,0.03,0.03
13/05/2019,9,0.03,0.03,0.03
13/05/2019,10,0.03,0.03,0.03
13/05/2019,11,0.03,0.03,0.03
13/05/2019,12,4.59,4.63,5.13
13/05/2019,13,76.61,77.27,84.56
13/05/2019,14,111,114.65,127.13
13/05/2019,15,111,117.58,132.33
13/05/2019,16,129.36,134.27,149.83
13/05/2019,17,127.09,131.91,149.05
13/05/2019,18,123.15,127.81,145.23
13/05/2019,19,116.21,120.61,136.03
13/05/2019,20,101.24,107.24,125.4
13/05/2019,21,101.36,107.38,124.8
13/05/2019,22,101.28,107.28,124.84
13/05/2019,23,101.31,107.33,122.72
13/05/2019,24,101.28,107.29,122.67
13/05/2019,25,101.44,108.4,123.96
13/05/2019,26,101.28,108.23,123.75
13/05/2019,27,101.27,107.28,122.56
13/05/2019,28,101.43,107.44,122.46
13/05/2019,29,101.56,108.54,124.11
13/05/2019,30,101.53,108.49,123.69
13/05/2019,31,101.45,108.42,123.52
13/05/2019,32,104.62,111.79,127.35
13/05/2019,33,104.21,111.36,127.4
13/05/2019,34,108.19,115.61,132.28
13/05/2019,35,110.08,117.63,134
13/05/2019,36,273.06,291.79,334.27
13/05/2019,37,773.7,826.76,942.47
13/05/2019,38,201.18,214.98,247.6
13/05/2019,39,146.53,156.59,177.23
13/05/2019,40,115.12,123.02,137.91
13/05/2019,41,113.99,121.81,137.32
13/05/2019,42,110.9,118.51,133.82
13/05/2019,43,108.87,116.34,131.56
13/05/2019,44,104.41,111.56,127.4
13/05/2019,45,106.59,112.91,127.59
13/05/2019,46,100.61,106.57,119.36
13/05/2019,47,101.15,107.15,118.68
13/05/2019,48,96.98,100.64,112.5
14/05/2019,1,76.96,79.87,86.58
14/05/2019,2,71.8,74.51,81.89
14/05/2019,3,66.71,69.23,76.2
14/05/2019,4,67.37,69.92,76.74
14/05/2019,5,64.92,67.38,73.71
14/05/2019,6,67.37,69.92,76.75
14/05/2019,7,67.37,69.92,76.26
14/05/2019,8,67.33,69.55,75.83
14/05/2019,9,67.33,69.88,77.81
14/05/2019,10,73.06,75.83,84.56
14/05/2019,11,83,85.73,97.5
14/05/2019,12,110.65,114.84,127.38
14/05/2019,13,121.76,126.38,138.9
14/05/2019,14,118.6,123.1,133.17
14/05/2019,15,124.15,128.86,141.14
14/05/2019,16,112.61,119.28,134.77
14/05/2019,17,112,118.64,134.32
14/05/2019,18,111.59,118.2,133.83
14/05/2019,19,110.01,116.53,132.45
14/05/2019,20,105.25,111.49,127.97
14/05/2019,21,105.24,111.48,127.86
14/05/2019,22,108,112.1,127.77
14/05/2019,23,105.28,111.52,129.59
14/05/2019,24,115.21,119.58,135.57
14/05/2019,25,111.11,115.33,132.47
14/05/2019,26,111.01,115.22,132.47
14/05/2019,27,108.06,112.15,128.87
14/05/2019,28,105.1,109.07,127.4
14/05/2019,29,98.42,104.26,122.22
14/05/2019,30,98.63,104.47,122.5
14/05/2019,31,98.6,104.44,122.44
14/05/2019,32,98.52,104.37,122.34
14/05/2019,33,102.77,108.86,127.66
14/05/2019,34,107.12,113.47,132.55
14/05/2019,35,110.78,117.35,137.15
14/05/2019,36,112.08,119.76,139.16
14/05/2019,37,113.75,121.55,141.48
14/05/2019,38,113.37,120.09,139.2
14/05/2019,39,107.31,113.67,134.77
14/05/2019,40,99.62,105.53,122.92
14/05/2019,41,102.05,108.1,127.47
14/05/2019,42,98.29,104.12,122.36
14/05/2019,43,101.84,105.78,122.71
14/05/2019,44,97.75,101.47,117.39
14/05/2019,45,100.14,103.43,117.06
14/05/2019,46,78.36,80.93,91.67
14/05/2019,47,75.03,75.68,85.86
14/05/2019,48,69.93,70.54,79.64
15/05/2019,1,65.13,65.68,73.21
15/05/2019,2,65.13,65.64,73.14
15/05/2019,3,65,65.51,72.72
15/05/2019,4,64.86,65.34,70.08
15/05/2019,5,64.9,65.39,71.55
15/05/2019,6,64.9,65.4,71.42
15/05/2019,7,65.16,65.74,71.39
15/05/2019,8,68.96,69.64,76.9
15/05/2019,9,69.11,69.72,76.92
15/05/2019,10,73.98,74.62,82.3
15/05/2019,11,74.03,74.66,83.41
15/05/2019,12,66.75,68.95,74.41
15/05/2019,13,69.7,72.35,82.07
15/05/2019,14,106.28,110.3,125.71
15/05/2019,15,104.37,110.55,128.9
15/05/2019,16,104.67,110.87,129.78
15/05/2019,17,103.9,110.05,128.63
15/05/2019,18,103.52,109.66,128.12
15/05/2019,19,93.41,98.95,114.97
15/05/2019,20,88.22,92.04,106.67
15/05/2019,21,86.26,91.37,106.29
15/05/2019,22,86.08,91.18,106.49
15/05/2019,23,86.13,91.24,107.14
15/05/2019,24,84.17,89.16,104.24
15/05/2019,25,86.65,91.79,107.14
15/05/2019,26,78.33,83.04,96.88
15/05/2019,27,84.17,90.02,108.15
15/05/2019,28,79.26,83.96,100.67
15/05/2019,29,75.38,79.85,95.95
15/05/2019,30,74.55,79.67,95.89
15/05/2019,31,70.32,75.15,90.48
15/05/2019,32,74.87,80.01,96.03
15/05/2019,33,67.44,72.06,86.52
15/05/2019,34,75.71,80.9,94.46
15/05/2019,35,77.1,82.51,96.68
15/05/2019,36,92.23,100.26,119.04
15/05/2019,37,94.52,102.76,121.97
15/05/2019,38,74.3,80.77,96
15/05/2019,39,71.49,77.72,92.72
15/05/2019,40,67.66,72.33,84.34
15/05/2019,41,75.14,80.29,93.36
15/05/2019,42,68.26,72.31,83.86
15/05/2019,43,66.88,70.84,82.12
15/05/2019,44,69.97,72.62,81.78
15/05/2019,45,77.01,79.92,88.51
15/05/2019,46,61.25,63.43,72.4
15/05/2019,47,54.14,55.92,62.17
15/05/2019,48,80.28,82.91,94.13
16/05/2019,1,81.75,84.44,95.74
16/05/2019,2,81.76,84.54,95.44
16/05/2019,3,83.96,86.72,99.64
16/05/2019,4,102.86,106.33,122.07
16/05/2019,5,105.17,108.73,124.92
16/05/2019,6,100.84,104.24,119.8
16/05/2019,7,99.95,100.8,115.84
16/05/2019,8,85.79,86.53,99.42
16/05/2019,9,52.92,54.66,62.94
16/05/2019,10,58.08,59.99,69.73
16/05/2019,11,80.29,83.34,98.59
16/05/2019,12,81.39,84.47,97.42
16/05/2019,13,77.03,79.95,90.77
16/05/2019,14,99.5,106.32,124.13
16/05/2019,15,79.06,84.54,100.82
16/05/2019,16,78.71,85.57,102.05
16/05/2019,17,95.42,102.08,121.5
16/05/2019,18,87.03,94.61,114.03
16/05/2019,19,81.78,87.47,104.46
16/05/2019,20,77.43,82.86,98.97
16/05/2019,21,80.2,85.71,103.86
16/05/2019,22,67.82,72.48,89.67
16/05/2019,23,77.39,84.13,104.27
16/05/2019,24,77.67,84.44,104.66
16/05/2019,25,79.32,84.76,104.92
16/05/2019,26,83.81,89.55,110.86
16/05/2019,27,83.49,89.21,110.43
16/05/2019,28,88.34,94.39,112.59
16/05/2019,29,94,100.45,120.59
16/05/2019,30,95.04,101.55,123.39
16/05/2019,31,82.25,87.89,104.12
16/05/2019,32,94,100.44,119.03
16/05/2019,33,100,106.86,126.83
16/05/2019,34,100,106.87,126.78
16/05/2019,35,101.62,108.7,129.67
16/05/2019,36,100,106.98,129.67
16/05/2019,37,100,108.71,131.88
16/05/2019,38,99,107.62,130.58
16/05/2019,39,92.47,98.93,120.1
16/05/2019,40,95.93,104.28,124.5
16/05/2019,41,107.59,116.96,138.36
16/05/2019,42,102,109.07,128.86
16/05/2019,43,106.43,113.81,131.93
16/05/2019,44,106.13,112.5,129.27
16/05/2019,45,83.32,88.26,101.11
16/05/2019,46,106.28,110.31,124.81
16/05/2019,47,96.06,99.7,113.25
16/05/2019,48,95.08,98.68,107.17
17/05/2019,1,107.96,112.05,127.61
17/05/2019,2,106.72,110.76,128.1
17/05/2019,3,105,108.98,125.25
17/05/2019,4,102.77,106.15,121.84
17/05/2019,5,110.33,113.97,128.26
17/05/2019,6,109.36,113.22,128.26
17/05/2019,7,109.05,113.23,128.26
17/05/2019,8,109.03,113.16,128.26
17/05/2019,9,105,108.97,125.53
17/05/2019,10,105.92,109.94,128.24
17/05/2019,11,114.81,119.16,139.3
17/05/2019,12,113.41,120.13,137.24
17/05/2019,13,117.85,124.83,137.11
17/05/2019,14,116.11,124.07,143.89
17/05/2019,15,115,123.85,145
17/05/2019,16,104.51,113.62,133.49
17/05/2019,17,100.67,110.85,130.75
17/05/2019,18,107.08,117.46,138.5
17/05/2019,19,109.74,119.3,139.73
17/05/2019,20,119.86,130.3,152.39
17/05/2019,21,113.99,123.92,146.05
17/05/2019,22,112.5,123.88,146.06
17/05/2019,23,112.57,124.03,147.08
17/05/2019,24,112.2,123.63,147.08
17/05/2019,25,103.8,114.38,135.85
17/05/2019,26,110.56,123.04,146.77
17/05/2019,27,105,116.01,136.54
17/05/2019,28,110.9,124.09,145.83
17/05/2019,29,113.58,125.13,146.11
17/05/2019,30,107.43,118.36,138.2
17/05/2019,31,109.95,123.04,143.67
17/05/2019,32,113.56,129.89,151.66
17/05/2019,33,113.94,129.92,151.92
17/05/2019,34,119.28,132.85,155.51
17/05/2019,35,125.82,145.97,172.34
17/05/2019,36,243.27,276.43,321.17
17/05/2019,37,489.58,539.1,608.57
17/05/2019,38,256.22,282.14,319.29
17/05/2019,39,190.77,210.07,237.13
17/05/2019,40,119.33,130.62,147.2
17/05/2019,41,132.53,147.38,166.44
17/05/2019,42,123.88,148.36,166.39
17/05/2019,43,139.1,158.15,178.02
17/05/2019,44,119.37,134.75,150.74
17/05/2019,45,102.61,117.97,134.83
17/05/2019,46,107.21,114.65,130.69
17/05/2019,47,105.77,113.03,132.84
17/05/2019,48,107.11,114.46,132.28
18/05/2019,1,111.53,118.14,134.1
18/05/2019,2,115.62,120,139.27
18/05/2019,3,110.21,114.38,133.03
18/05/2019,4,110.25,114.43,133.04
18/05/2019,5,110.09,114.26,133.17
18/05/2019,6,109.11,113.24,132.81
18/05/2019,7,106.85,110.9,130.05
18/05/2019,8,106.15,110.17,129.2
18/05/2019,9,109.73,113.88,132.96
18/05/2019,10,110.87,115.07,132.61
18/05/2019,11,111.86,116.09,136.15
18/05/2019,12,117.34,121.78,142.84
18/05/2019,13,112.66,116.93,132.57
18/05/2019,14,107.76,114.15,133.07
18/05/2019,15,113.57,120.3,137.3
18/05/2019,16,115.26,122.09,139.98
18/05/2019,17,122.99,131.43,153.54
18/05/2019,18,123.77,132.26,154.85
18/05/2019,19,117.19,125.24,145.65
18/05/2019,20,115.34,123.26,144.32
18/05/2019,21,113.7,121.51,142.15
18/05/2019,22,113.28,121.07,141.66
18/05/2019,23,111.14,118.77,138.94
18/05/2019,24,114.75,122.65,140.23
18/05/2019,25,115.85,123.82,140.34
18/05/2019,26,115,122.88,139.17
18/05/2019,27,98.47,104.31,118.02
18/05/2019,28,100.28,106.22,120.1
18/05/2019,29,98.36,104.19,117.91
18/05/2019,30,98.97,104.84,118.57
18/05/2019,31,98.78,104.63,118.42
18/05/2019,32,100.34,106.29,120.5
18/05/2019,33,97.63,103.42,118.24
18/05/2019,34,96.7,102.43,118.02
18/05/2019,35,93.29,99.73,119.25
18/05/2019,36,90.34,99.47,122.97
18/05/2019,37,88.41,97.35,120.98
18/05/2019,38,78.45,85.52,104.43
18/05/2019,39,77.62,85.47,103.49
18/05/2019,40,82.49,88.15,103.25
18/05/2019,41,97.29,103.05,117.36
18/05/2019,42,101.91,107.95,122.24
18/05/2019,43,104.06,108.07,122.25
18/05/2019,44,112.14,116.38,131.69
18/05/2019,45,109.32,115.81,131.51
18/05/2019,46,107.21,111.27,127.19
18/05/2019,47,110.13,114.41,130.16
18/05/2019,48,107.22,111.28,127.19
19/05/2019,1,105,108.45,125.15
19/05/2019,2,83.67,86.42,98.81
19/05/2019,3,54.85,55.32,63.24
19/05/2019,4,30.16,30.42,33.98
19/05/2019,5,20.02,20.19,22.3
19/05/2019,6,49.92,50.3,55.31
19/05/2019,7,49.9,50.28,55.51
19/05/2019,8,22.64,22.8,25.07
19/05/2019,9,20.73,20.89,23.06
19/05/2019,10,19.97,20.11,22.2
19/05/2019,11,18.02,18.16,20.04
19/05/2019,12,22.41,22.6,24.99
19/05/2019,13,18.14,18.28,19.62
19/05/2019,14,22.4,22.6,24.66
19/05/2019,15,49.51,51.14,56.59
19/05/2019,16,55.95,58.07,66.73
19/05/2019,17,68.51,71.11,80.88
19/05/2019,18,58.62,62.1,71.75
19/05/2019,19,59.27,63.33,71.73
19/05/2019,20,69.45,74.29,84.1
19/05/2019,21,106.67,114.07,129.07
19/05/2019,22,106.88,114.29,129.32
19/05/2019,23,108.5,116.02,131.38
19/05/2019,24,70.05,74.2,83.94
19/05/2019,25,67.34,71.33,80.66
19/05/2019,26,67.14,71.12,80.45
19/05/2019,27,66.91,70.87,80.64
19/05/2019,28,111.14,117.73,132.15
19/05/2019,29,111.28,117.87,132.35
19/05/2019,30,111.16,117.75,132.16
19/05/2019,31,118.25,125.26,140.54
19/05/2019,32,123.84,132.33,148.64
19/05/2019,33,109,116.59,132.41
19/05/2019,34,106.56,115.85,132.42
19/05/2019,35,116.44,124.54,139.23
19/05/2019,36,110.25,121.4,142.55
19/05/2019,37,105,115.75,136.75
19/05/2019,38,102.35,112.8,132.1
19/05/2019,39,110.81,122.02,140.35
19/05/2019,40,112.68,122.49,138.39
19/05/2019,41,115.85,123.89,138.5
19/05/2019,42,116,124.04,137.65
19/05/2019,43,113.91,123.83,141.11
19/05/2019,44,112.03,119.72,134.6
19/05/2019,45,97,108.84,124.56
19/05/2019,46,22.12,23.79,27.23
19/05/2019,47,49.31,52.25,59.34
19/05/2019,48,106.94,113.34,129.09
20/05/2019,1,62.1,64.46,75.51
20/05/2019,2,61.98,64.33,74.67
20/05/2019,3,22.01,22.74,26.1
20/05/2019,4,50.68,52.34,59.19
20/05/2019,5,49.36,50.99,56.77
20/05/2019,6,48.91,50.52,55.84
20/05/2019,7,22.57,22.76,25.15
20/05/2019,8,21.98,22.17,24.5
20/05/2019,9,48.91,50.52,56.73
20/05/2019,10,49.14,50.78,57.67
20/05/2019,11,109.64,113.79,132.99
20/05/2019,12,98,101.71,116.28
20/05/2019,13,107,111.05,123.89
20/05/2019,14,104.28,110.47,125.03
20/05/2019,15,104.33,111.48,127.83
20/05/2019,16,107.7,115.09,133.67
20/05/2019,17,111.01,118.62,139.54
20/05/2019,18,108.27,115.7,135.5
20/05/2019,19,108.08,115.51,135.3
20/05/2019,20,107.61,115,134.09
20/05/2019,21,109.28,116.78,136.02
20/05/2019,22,106.54,114.47,133.63
20/05/2019,23,106.34,115.6,135.91
20/05/2019,24,102.04,112.51,133.2
20/05/2019,25,111.8,121.53,141.34
20/05/2019,26,104.17,113.24,132.96
20/05/2019,27,110.24,119.85,140.47
20/05/2019,28,107.42,116.21,135.26
20/05/2019,29,110.24,119.84,139.89
20/05/2019,30,112.3,122.08,143.14
20/05/2019,31,120.75,133.04,156
20/05/2019,32,126.59,141.45,166.59
20/05/2019,33,174,195.51,230.99
20/05/2019,34,126.97,144.79,172.94
20/05/2019,35,150.05,170.21,203.82
20/05/2019,36,336.51,370.93,432.54
20/05/2019,37,120.75,133.48,155.66
20/05/2019,38,112.41,123.78,145.45
20/05/2019,39,111.66,122.95,145.79
20/05/2019,40,109.47,121.1,143.36
20/05/2019,41,116.87,128.69,150.5
20/05/2019,42,116.47,128.33,149.15
20/05/2019,43,114.48,126.77,146.5
20/05/2019,44,117.71,127.96,145.39
20/05/2019,45,105.89,113.15,127.53
20/05/2019,46,103.39,110.55,127.98
20/05/2019,47,102.9,110.11,126.59
20/05/2019,48,103.2,109.33,124.79
21/05/2019,1,104.56,110.76,122.06
21/05/2019,2,106.18,110.2,123.57
21/05/2019,3,71.07,73.76,81.37
21/05/2019,4,105.95,109.96,119.74
21/05/2019,5,105.89,109.89,119.68
21/05/2019,6,105.77,109.24,117.8
21/05/2019,7,73.14,75.54,81.45
21/05/2019,8,73.13,75.53,81.44
21/05/2019,9,71.98,74.71,81.44
21/05/2019,10,106.02,110.03,121.46
21/05/2019,11,107.4,112.65,127.41
21/05/2019,12,104.37,110.56,127.29
21/05/2019,13,107.07,113.42,127.53
21/05/2019,14,111.4,121.11,140.2
21/05/2019,15,174.9,190.13,220.31
21/05/2019,16,126.48,137.5,159.94
21/05/2019,17,107.44,114.96,134.57
21/05/2019,18,107.55,114.97,134.54
21/05/2019,19,107.47,114.86,133.68
21/05/2019,20,103.27,110.41,128.68
21/05/2019,21,125,133.61,152.79
21/05/2019,22,115.24,123.17,138.17
21/05/2019,23,107.93,115.35,133.28
21/05/2019,24,103.76,110.89,129.02
21/05/2019,25,107.2,114.57,133.28
21/05/2019,26,99.83,108.53,128.13
21/05/2019,27,101.34,109.24,128.26
21/05/2019,28,103.57,110.68,128.82
21/05/2019,29,107.68,115.07,132.97
21/05/2019,30,104.28,111.44,129.98
21/05/2019,31,102.53,109.56,127.95
21/05/2019,32,110.53,118.11,136.55
21/05/2019,33,110.48,118.06,136.57
21/05/2019,34,105.97,115.19,135.49
21/05/2019,35,99.12,109.14,132.71
21/05/2019,36,105.52,114.71,139.1
21/05/2019,37,103.43,113.89,137.79
21/05/2019,38,100.64,110.82,134.5
21/05/2019,39,101.27,111.52,134.54
21/05/2019,40,97.03,106.85,129.34
21/05/2019,41,95.27,104.91,125.99
21/05/2019,42,95.86,102.53,122.2
21/05/2019,43,98.28,105.14,121.65
21/05/2019,44,96.95,103.71,119.11
21/05/2019,45,68.99,73.08,84.32
21/05/2019,46,69.15,71.89,81.66
21/05/2019,47,106.04,110.15,120.52
21/05/2019,48,95.74,98.92,106.69
22/05/2019,1,103.42,107.33,121.2
22/05/2019,2,71.74,74.09,83.62
22/05/2019,3,64.6,66.72,75.31
22/05/2019,4,72.97,75.36,83.7
22/05/2019,5,71.24,73.58,80.45
22/05/2019,6,62.86,63.4,68.5
22/05/2019,7,54.38,54.85,59.07
22/05/2019,8,54.39,54.85,59.13
22/05/2019,9,54.39,54.85,59.82
22/05/2019,10,54.64,56.44,63.22
22/05/2019,11,69.68,71.97,80.58
22/05/2019,12,65.17,67.63,77.15
22/05/2019,13,73.03,75.91,86.22
22/05/2019,14,70.28,74.45,85.74
22/05/2019,15,94.49,101.09,120.3
22/05/2019,16,70.55,75.51,90.63
22/05/2019,17,67.06,71.78,86.83
22/05/2019,18,95.43,102.09,122.49
22/05/2019,19,68.33,73.02,86.35
22/05/2019,20,94.22,100.68,117.48
22/05/2019,21,102.41,109.43,128.11
22/05/2019,22,100.23,106.17,124.06
22/05/2019,23,100.23,107.1,125.57
22/05/2019,24,101.12,107.11,125.3
22/05/2019,25,101.75,107.78,125.58
22/05/2019,26,99.89,105.81,121.74
22/05/2019,27,104.77,110.98,126.99
22/05/2019,28,103.19,109.31,127.5
