TradingDate,TradingPeriod,Benmore,Haywards,Otahuhu
19/09/2020,25,142.38,147.77,162.16
19/09/2020,26,150,155.68,172.21
19/09/2020,27,105.33,109.32,118.74
19/09/2020,28,149.84,155.51,169.45
19/09/2020,29,150,155.68,169.31
19/09/2020,30,143.7,149.14,162.33
19/09/2020,31,149.84,155.51,169.09
19/09/2020,32,150,155.68,169.29
19/09/2020,33,150,155.68,169.66
19/09/2020,34,114.1,118.42,130.32
19/09/2020,35,114.45,118.78,131.71
19/09/2020,36,95.9,101.59,114.08
19/09/2020,37,140,148.3,169.57
19/09/2020,38,150.74,161.22,190.97
19/09/2020,39,150.93,161.27,189.56
19/09/2020,40,150,158.89,180.97
19/09/2020,41,149.98,156.08,176.97
19/09/2020,42,150,156.92,175.87
19/09/2020,43,215.33,228.1,258.02
19/09/2020,44,159.51,168.96,189.39
19/09/2020,45,157.34,166.67,186.62
19/09/2020,46,150,155.68,170.35
19/09/2020,47,150.61,156.31,169.63
19/09/2020,48,145.7,151.22,162.85
20/09/2020,1,150,154.93,162.63
20/09/2020,2,150,154.93,161.44
20/09/2020,3,150.43,155.37,161.24
20/09/2020,4,175.44,176.95,182.87
20/09/2020,5,152.61,153.97,158.91
20/09/2020,6,150.43,151.79,156.47
20/09/2020,7,142.26,143.56,147.98
20/09/2020,8,142.28,143.56,147.98
20/09/2020,9,143.72,145.03,149
20/09/2020,10,150.44,151.82,155.98
20/09/2020,11,175.53,177.21,182.41
20/09/2020,12,171.41,177.04,182.92
20/09/2020,13,171.08,176.7,182.98
20/09/2020,14,150,154.93,162.36
20/09/2020,15,149.88,154.81,161.85
20/09/2020,16,150,155.68,166.54
20/09/2020,17,150,155.68,168.39
20/09/2020,18,150.38,156.19,171.92
20/09/2020,19,150,156.06,171.89
20/09/2020,20,130,135.04,148.64
20/09/2020,21,105.21,109.31,121.14
20/09/2020,22,96.01,99.8,110.67
20/09/2020,23,89.94,95.27,105.55
20/09/2020,24,91.93,95.52,105.94
20/09/2020,25,97.56,101.37,110.23
20/09/2020,26,97.36,101.16,110
20/09/2020,27,98.16,101.99,109.52
20/09/2020,28,99.25,103.01,110.21
20/09/2020,29,100.99,104.81,112.21
20/09/2020,30,94.7,98.29,106.74
20/09/2020,31,96.59,100.24,108.94
20/09/2020,32,91.72,97.16,106.77
20/09/2020,33,97.49,101.3,110.24
20/09/2020,34,94.1,99.68,110.19
20/09/2020,35,90.09,95.43,105.54
20/09/2020,36,91.93,98.24,110.79
20/09/2020,37,114.14,121.97,140.91
20/09/2020,38,150.71,163.84,194.53
20/09/2020,39,150.88,164.02,193.95
20/09/2020,40,150.41,160.72,185.26
20/09/2020,41,150.6,160.92,184.86
20/09/2020,42,150,158.89,180.66
20/09/2020,43,150.56,159.49,176.63
20/09/2020,44,150,155.86,170.08
20/09/2020,45,137.26,142.51,152.55
20/09/2020,46,139.21,144.48,153.04
20/09/2020,47,138.83,143.39,149.8
20/09/2020,48,106.9,110.41,115.21
21/09/2020,1,101.5,102.37,107.66
21/09/2020,2,101.13,102,106.86
21/09/2020,3,89.88,90.66,95.86
21/09/2020,4,77,77.66,80.76
21/09/2020,5,14.16,14.29,14.95
21/09/2020,6,0.03,0.03,0.03
21/09/2020,7,0.03,0.03,0.03
21/09/2020,8,0.03,0.03,0.03
21/09/2020,9,4.75,4.79,5.14
21/09/2020,10,89.01,89.78,96.5
21/09/2020,11,136.44,137.61,147.98
21/09/2020,12,150.49,155.44,170.5
21/09/2020,13,189.36,196.52,215.32
21/09/2020,14,164.91,174.68,201.41
21/09/2020,15,150.51,156.32,178.61
21/09/2020,16,174.69,185.04,212.51
21/09/2020,17,150.46,156.27,175.77
21/09/2020,18,150,155.79,173.47
21/09/2020,19,118.6,123.17,137.05
21/09/2020,20,99.66,103.46,115.86
21/09/2020,21,92.16,95.66,107.28
21/09/2020,22,81.67,84.76,96.77
21/09/2020,23,81.71,84.81,96.77
21/09/2020,24,84.15,87.34,98.24
21/09/2020,25,92.79,96.31,108.91
21/09/2020,26,98.03,101.74,115.85
21/09/2020,27,96.46,100.12,112.75
21/09/2020,28,96.76,100.42,112
21/09/2020,29,100.12,103.91,115.6
21/09/2020,30,98.27,101.99,115.35
21/09/2020,31,137.36,142.56,161.62
21/09/2020,32,137.04,142.22,160.87
21/09/2020,33,99.26,103.01,115.91
21/09/2020,34,101.95,105.81,118.91
21/09/2020,35,139.44,144.71,162.66
21/09/2020,36,97.91,101.62,115.9
21/09/2020,37,133.09,138.14,156.96
21/09/2020,38,149.91,158.8,181.92
21/09/2020,39,149.93,157.94,178.7
21/09/2020,40,150,155.93,177.53
21/09/2020,41,151.24,160.21,184.75
21/09/2020,42,142.15,147.53,165.1
21/09/2020,43,130.16,134.43,149.84
21/09/2020,44,128.81,133.04,146.41
21/09/2020,45,80.86,83.52,91.59
21/09/2020,46,83.63,84.35,91.05
21/09/2020,47,97.91,98.64,102.81
21/09/2020,48,86,86.65,90.14
22/09/2020,1,76.9,76.37,77.61
22/09/2020,2,57.04,56.64,56.87
22/09/2020,3,77,76.46,77.89
22/09/2020,4,67.13,66.67,70.09
22/09/2020,5,57.02,56.63,52.68
22/09/2020,6,57.02,56.63,52.5
22/09/2020,7,57.02,56.63,52.23
22/09/2020,8,54.93,54.55,57.17
22/09/2020,9,77,76.47,74.15
22/09/2020,10,91.04,91.72,91.67
22/09/2020,11,88.79,89.55,91.67
22/09/2020,12,104.15,105.04,114.7
22/09/2020,13,145.3,146.55,161.06
22/09/2020,14,139.13,143.7,164.37
22/09/2020,15,147.86,153.46,176.71
22/09/2020,16,144.11,149.57,170.77
22/09/2020,17,142,147.37,170.06
22/09/2020,18,98.06,101.77,115.95
22/09/2020,19,93.94,97.5,111.8
22/09/2020,20,97.44,101.25,115.92
22/09/2020,21,92.88,96.51,111.09
22/09/2020,22,94.65,98.23,111.66
22/09/2020,23,95.06,98.65,112.08
22/09/2020,24,95.33,98.46,111.91
22/09/2020,25,96.91,100.09,112.4
22/09/2020,26,95.14,98.74,112.26
22/09/2020,27,95.25,98.43,112.45
22/09/2020,28,95.11,98.24,112.22
22/09/2020,29,95.44,98.58,111.63
22/09/2020,30,95.46,98.6,111.63
22/09/2020,31,95.13,98.73,111.83
22/09/2020,32,139.31,143.89,162.98
22/09/2020,33,140.88,145.51,163.79
22/09/2020,34,145.61,150.4,165.85
22/09/2020,35,145.31,150.8,168.52
22/09/2020,36,150,155.68,177.94
22/09/2020,37,149.89,155.56,174.52
22/09/2020,38,141.57,147.06,168.6
22/09/2020,39,131.58,136.68,158.51
22/09/2020,40,97.86,101.56,116.07
22/09/2020,41,102.32,106.19,118.61
22/09/2020,42,141.32,146.67,166.77
22/09/2020,43,138.69,143.94,161.86
22/09/2020,44,101.77,105.11,115.7
22/09/2020,45,92.27,95.3,106.38
22/09/2020,46,92.28,93.07,101.21
22/09/2020,47,95.06,95.87,98.15
22/09/2020,48,60.61,61.13,66.27
23/09/2020,1,92.19,92.98,100.66
23/09/2020,2,55.5,55.91,60.28
23/09/2020,3,55.52,55.93,60.14
23/09/2020,4,55.4,55.81,58.49
23/09/2020,5,52.12,52.5,56.25
23/09/2020,6,36.13,36.4,38.36
23/09/2020,7,46.45,46.79,49.33
23/09/2020,8,46.45,46.79,49.88
23/09/2020,9,56.85,57.27,60.11
23/09/2020,10,83.86,84.48,88.81
23/09/2020,11,95.52,96.23,104.22
23/09/2020,12,108.35,109.4,117.29
23/09/2020,13,94.74,97.86,110.25
23/09/2020,14,96.53,100.3,116.1
23/09/2020,15,110,116.52,134.4
23/09/2020,16,108.51,114.1,127.95
23/09/2020,17,110,114.38,128.08
23/09/2020,18,110,116.52,132.96
23/09/2020,19,100.37,104.48,115.97
23/09/2020,20,95.54,99.33,113.11
23/09/2020,21,95.72,99.46,113.06
23/09/2020,22,97.9,101.61,112.79
23/09/2020,23,101.17,104.49,115.97
23/09/2020,24,98.59,101.82,112.82
23/09/2020,25,97.46,100.67,111.89
23/09/2020,26,97.54,100.75,111.88
23/09/2020,27,103.13,106.51,115.98
23/09/2020,28,103.12,106.51,115.98
23/09/2020,29,102.13,105.48,112.92
23/09/2020,30,109.8,113.41,121.08
23/09/2020,31,110,113.61,124.16
23/09/2020,32,110.29,113.92,124.65
23/09/2020,33,119.12,123.63,133.85
23/09/2020,34,154.25,160.08,175.24
23/09/2020,35,152.94,158.85,175.12
23/09/2020,36,157.71,167.06,187.88
23/09/2020,37,110.31,116.85,133.82
23/09/2020,38,110,116.52,132.44
23/09/2020,39,95.83,99.57,111.88
23/09/2020,40,95.89,99.64,111.88
23/09/2020,41,93.38,96.91,109
23/09/2020,42,82.97,86.11,97.2
23/09/2020,43,109.83,113.98,124.86
23/09/2020,44,97.89,101.59,110.48
23/09/2020,45,101.89,105.76,114.36
23/09/2020,46,110.3,114.47,123.9
23/09/2020,47,124.12,128.2,138.44
23/09/2020,48,110.29,113.92,122.72
24/09/2020,1,129.19,133.43,142.43
24/09/2020,2,107.57,108.37,113.96
24/09/2020,3,108.08,108.88,113.95
24/09/2020,4,84.87,85.5,89.49
24/09/2020,5,83.21,83.83,88.92
24/09/2020,6,81.68,82.29,86.48
24/09/2020,7,81.68,82.29,86.53
24/09/2020,8,84.51,85.14,89.5
24/09/2020,9,107.95,108.88,113.94
24/09/2020,10,136.17,137.33,144.42
24/09/2020,11,138.01,142.54,151.56
24/09/2020,12,140.6,145.22,155.91
24/09/2020,13,110.26,114.43,123.27
24/09/2020,14,110,116.52,128.3
24/09/2020,15,110.48,118.05,133.56
24/09/2020,16,110.72,118.43,137.47
24/09/2020,17,110.55,118.13,138.2
24/09/2020,18,110,116.52,133.56
24/09/2020,19,104.47,111.63,129.54
24/09/2020,20,110,117.54,135.82
24/09/2020,21,110,116.52,133.09
24/09/2020,22,100.12,104.05,115.92
24/09/2020,23,100.52,104.44,116.02
24/09/2020,24,110,114.41,127.09
24/09/2020,25,127.26,134.8,153.5
24/09/2020,26,151.66,160.81,186.3
24/09/2020,27,150.82,161.16,186.35
24/09/2020,28,150.67,159.6,185.12
24/09/2020,29,151.4,160.38,186.28
24/09/2020,30,135.45,143.48,167.71
24/09/2020,31,148.45,157.25,184.71
24/09/2020,32,160,171,203.96
24/09/2020,33,199.43,213.13,255.34
24/09/2020,34,218.08,233.03,272.39
24/09/2020,35,248.17,265.18,308.46
24/09/2020,36,243.56,260.31,312.26
24/09/2020,37,160.01,171.1,207.3
24/09/2020,38,160.66,171.8,206.21
24/09/2020,39,156.48,167.21,193.1
24/09/2020,40,149.75,158.62,181.54
24/09/2020,41,127.76,135.33,155.01
24/09/2020,42,149.9,158.78,181.75
24/09/2020,43,121.07,128.25,145.83
24/09/2020,44,140.71,146.15,164.82
24/09/2020,45,104.8,108.24,119.1
24/09/2020,46,105.47,106.46,114.08
24/09/2020,47,91.95,92.63,96.79
24/09/2020,48,98.34,99.07,103.1
25/09/2020,1,108.7,109.51,114.14
25/09/2020,2,91.18,91.86,96.85
25/09/2020,3,99.17,98.49,103.43
25/09/2020,4,60.99,61.45,64.54
25/09/2020,5,102.32,101.61,106.72
25/09/2020,6,90.93,90.3,94.8
25/09/2020,7,90.83,90.2,94.73
25/09/2020,8,90.93,90.3,94.84
25/09/2020,9,77.08,77.66,81.98
25/09/2020,10,106.65,107.44,114.16
25/09/2020,11,110.1,111.04,118.74
25/09/2020,12,135.66,136.85,149.42
25/09/2020,13,123.53,127.59,143.58
25/09/2020,14,110,114.16,128.7
25/09/2020,15,97.13,100.81,115.53
25/09/2020,16,105.7,109.7,125.59
25/09/2020,17,109.38,113.61,129.81
25/09/2020,18,97.44,101.22,115.68
25/09/2020,19,97.97,101.77,115.81
25/09/2020,20,94.47,98.16,111.75
25/09/2020,21,96.25,100.01,113.84
25/09/2020,22,94.4,98.09,111.6
25/09/2020,23,98.37,102.09,115.81
25/09/2020,24,96.92,100.58,113.22
25/09/2020,25,98.05,101.76,113.51
25/09/2020,26,160,161.48,174.21
25/09/2020,27,371.67,383.88,424.52
25/09/2020,28,160.83,163.33,180.58
25/09/2020,29,110.5,111.56,122.34
25/09/2020,30,109.22,110.15,118.29
25/09/2020,31,110,111.06,119.66
25/09/2020,32,110.45,113.93,124.29
25/09/2020,33,110.45,111.51,121.7
25/09/2020,34,110.49,111.55,120.54
25/09/2020,35,110,110.94,118.11
25/09/2020,36,107.64,108.56,116.01
25/09/2020,37,106.75,107.72,115.98
25/09/2020,38,110.8,114.43,125.77
25/09/2020,39,110.63,114.26,124.99
25/09/2020,40,110,111.06,119.35
25/09/2020,41,92.2,95.23,106.74
25/09/2020,42,68.91,71.18,78.09
25/09/2020,43,102.18,105.54,114.97
25/09/2020,44,109.83,113.44,122.68
25/09/2020,45,109.92,114.08,123.33
25/09/2020,46,109.92,114.08,123.25
25/09/2020,47,98.88,102.12,110.48
25/09/2020,48,98.76,102,110.32
26/09/2020,1,81.82,84.5,91.57
26/09/2020,2,62.54,64.59,70.01
26/09/2020,3,82.58,85.29,91.77
26/09/2020,4,99.37,102.64,110.01
26/09/2020,5,108.06,111.61,119.33
26/09/2020,6,87.25,90.11,96.58
26/09/2020,7,55.29,57.1,61.2
26/09/2020,8,52.37,54.1,58.27
26/09/2020,9,52.35,54.07,58.27
26/09/2020,10,54.98,56.79,61.19
26/09/2020,11,62.89,64.96,70.02
26/09/2020,12,81.01,83.68,91.72
26/09/2020,13,79.32,81.93,91.98
26/09/2020,14,79.35,81.96,91.98
26/09/2020,15,97.6,100.81,113
26/09/2020,16,92.93,95.98,104.95
26/09/2020,17,96.71,100.37,111.8
26/09/2020,18,93.7,97.24,109.43
26/09/2020,19,93.22,96.8,109.9
26/09/2020,20,61.61,64.12,72.7
26/09/2020,21,55.86,58.03,66.02
26/09/2020,22,52.31,54.4,61.89
26/09/2020,23,79.2,82.31,94.32
26/09/2020,24,66.56,70.51,80.93
26/09/2020,25,55.99,58.23,66.44
26/09/2020,26,45,46.7,52.33
26/09/2020,27,45.16,46.87,53.01
26/09/2020,28,45,46.48,51.38
26/09/2020,29,45.12,46.6,51.27
26/09/2020,30,66.7,69.22,76.43
26/09/2020,31,100.12,103.91,114.08
26/09/2020,32,110,114.28,126.63
26/09/2020,33,110,114.28,126.51
26/09/2020,34,84.14,87.44,97.39
26/09/2020,35,95.89,101.58,114.2
26/09/2020,36,110,116.52,132.2
26/09/2020,37,96.18,101.88,114.49
26/09/2020,38,75.52,80.7,92.43
26/09/2020,39,48.62,51.5,59.64
26/09/2020,40,45.2,47.88,55.09
26/09/2020,41,45,47.67,53.69
26/09/2020,42,51.63,53.66,59.65
26/09/2020,43,66.48,69,75.28
26/09/2020,44,45,46.48,50.36
26/09/2020,45,45.15,46.86,52.09
26/09/2020,46,45,46.48,51.18
26/09/2020,47,48.17,49.75,54.56
26/09/2020,48,49.99,51.63,55.97
27/09/2020,1,55.58,57.41,62.24
27/09/2020,2,45,45.5,48.53
27/09/2020,3,31.56,31.95,34.37
27/09/2020,4,44.98,45.32,48.02
27/09/2020,5,8.63,8.7,9.14
27/09/2020,6,14.59,14.7,15.45
27/09/2020,7,7.28,7.33,7.68
27/09/2020,8,5.32,5.36,5.62
27/09/2020,9,12.23,12.32,12.86
27/09/2020,10,45,45.38,47.99
27/09/2020,11,38.34,38.67,40.8
27/09/2020,12,45,45.5,48.94
27/09/2020,13,23.79,24.57,27.17
27/09/2020,14,14.23,14.7,16.02
27/09/2020,15,32.98,34.06,37.09
27/09/2020,16,45.1,46.58,50.46
27/09/2020,17,97.5,100.7,108.37
27/09/2020,18,110,113.61,124.49
27/09/2020,19,110,113.61,126.66
27/09/2020,20,138.52,143.76,162.68
27/09/2020,21,123.93,128.62,145.6
27/09/2020,22,109.92,113.53,124.86
27/09/2020,23,107.18,110.7,121.69
27/09/2020,24,91.21,94.66,104.71
27/09/2020,25,64.53,66.97,74.04
27/09/2020,26,45,46.48,51.15
27/09/2020,27,45,46.48,50.95
27/09/2020,28,37.4,38.62,42.26
27/09/2020,29,44.97,46.44,50.85
27/09/2020,30,45,46.48,50.88
27/09/2020,31,44.97,46.44,50.76
27/09/2020,32,43.66,45.09,49.42
27/09/2020,33,43.47,44.89,49.2
27/09/2020,34,37.68,38.92,42.72
27/09/2020,35,33.13,34.21,37.53
27/09/2020,36,37.68,39.11,43.35
27/09/2020,37,43.28,44.91,50.73
27/09/2020,38,47.02,48.87,55.33
27/09/2020,39,55.94,58.06,65.17
27/09/2020,40,52.34,54.32,61.32
27/09/2020,41,96.73,100.39,110.14
27/09/2020,42,56.67,58.53,64.05
27/09/2020,43,98.6,102.33,110.86
27/09/2020,44,55.88,57.71,62.25
27/09/2020,45,55.55,57.38,61.83
27/09/2020,46,45,45.41,48.22
28/09/2020,1,66.12,66.61,70.46
28/09/2020,2,55.24,55.65,58.38
28/09/2020,3,0.05,0.05,0.05
28/09/2020,4,0.05,0.05,0.05
28/09/2020,5,0.05,0.05,0.05
28/09/2020,6,0.05,0.05,0.05
28/09/2020,7,0.05,0.05,0.05
28/09/2020,8,0.01,0.01,0.01
28/09/2020,9,0.05,0.05,0.05
28/09/2020,10,55.15,55.56,57.76
28/09/2020,11,11.94,12.03,12.48
28/09/2020,12,36.99,37.27,40.04
28/09/2020,13,53.86,54.35,57.32
28/09/2020,14,57.82,59.72,64.19
28/09/2020,15,93.23,96.29,103.66
28/09/2020,16,109.8,111.4,118.39
28/09/2020,17,110,113.61,122.86
28/09/2020,18,116.84,120.67,130.17
28/09/2020,19,113.09,116.81,124.84
28/09/2020,20,158.21,163.4,174.28
28/09/2020,21,157.73,162.91,173.71
28/09/2020,22,110,113.61,123.78
28/09/2020,23,109.91,113.52,123.14
28/09/2020,24,96.99,100.18,108.75
28/09/2020,25,102.1,103.09,111.81
28/09/2020,26,109.87,110.92,118.82
28/09/2020,27,109.87,110.81,118.16
28/09/2020,28,109.83,110.77,117.54
28/09/2020,29,101.23,102.09,108.78
28/09/2020,30,100.55,101.53,108.15
28/09/2020,31,108.15,109.07,116.02
28/09/2020,32,110,111.06,118.1
28/09/2020,33,159.95,161.43,166.52
28/09/2020,34,160,165.25,172.59
28/09/2020,35,110,113.61,118.92
28/09/2020,36,110,113.61,121.34
28/09/2020,37,95.46,99.07,106.42
28/09/2020,38,92.07,95.56,104.98
28/09/2020,39,92.5,96,105.59
28/09/2020,40,110,114.16,124.08
28/09/2020,41,110.04,113.66,122.35
28/09/2020,42,110,113.61,121.93
28/09/2020,43,141.2,145.83,155.5
28/09/2020,44,160,165.26,175.59
28/09/2020,45,124.43,128.51,135
28/09/2020,46,109.96,111.01,116.13
28/09/2020,47,110.09,111.05,115.6
28/09/2020,48,95.7,96.41,100.27
29/09/2020,1,88.9,89.56,93.06
29/09/2020,2,54.7,55.11,58.01
29/09/2020,3,54.49,54.9,57.19
29/09/2020,4,53.7,54.1,56.34
29/09/2020,5,39.97,39.7,41.33
29/09/2020,6,39.93,39.66,41.28
29/09/2020,7,39.25,38.98,40.54
29/09/2020,8,39.25,38.98,40.54
29/09/2020,9,40,40.29,41.9
29/09/2020,10,40,40.3,41.86
29/09/2020,11,65.98,66.55,69.37
29/09/2020,12,105.38,106.28,110.35
29/09/2020,13,114.3,115.39,119.37
29/09/2020,14,117.42,121.28,128.48
29/09/2020,15,109.94,113.56,121.23
29/09/2020,16,146.56,151.38,160.44
29/09/2020,17,110.01,113.63,122.07
29/09/2020,18,154.01,159.06,170.36
29/09/2020,19,159.96,165.21,177.89
29/09/2020,20,110,113.61,122.02
29/09/2020,21,110,113.61,121.95
29/09/2020,22,110,113.61,121.95
29/09/2020,23,110.04,113.66,122.03
29/09/2020,24,117.6,121.47,130.58
29/09/2020,25,141.7,146.36,159.19
29/09/2020,26,116.09,120.48,132.03
29/09/2020,27,110,113.61,124.08
29/09/2020,28,110,113.61,123.56
29/09/2020,29,105.62,109.09,119.75
29/09/2020,30,105.56,109.03,119.73
29/09/2020,31,110,113.61,125.41
29/09/2020,32,110,113.61,125.38
29/09/2020,33,135.44,140.56,151.82
29/09/2020,34,156.71,161.85,174.47
29/09/2020,35,160.32,166.39,179.45
29/09/2020,36,160,166.05,179.28
29/09/2020,37,110,114.63,125.47
29/09/2020,38,104.98,109.41,119.92
29/09/2020,39,131.96,139.78,159.9
29/09/2020,40,169.66,179.72,205.7
29/09/2020,41,213.75,226.42,253.26
29/09/2020,42,223.73,232.66,254.73
29/09/2020,43,221.94,230.8,249.99
29/09/2020,44,227.5,236.11,254.67
29/09/2020,45,196.14,203.56,215.09
29/09/2020,46,175.23,181.86,189.42
29/09/2020,47,173.57,180.14,187.88
29/09/2020,48,169.64,176.06,184.69
30/09/2020,1,175.16,180.92,189.37
30/09/2020,2,170.18,175.77,183.47
30/09/2020,3,160.6,165.88,175.43
30/09/2020,4,139.04,144.3,153.09
30/09/2020,5,125.43,130.18,137.85
30/09/2020,6,109.92,113.53,120.18
30/09/2020,7,93.7,96.77,102.57
30/09/2020,8,110,114.16,121.11
30/09/2020,9,110.31,114.49,121.56
30/09/2020,10,127.73,132.56,140.62
30/09/2020,11,158.49,164.53,174.69
30/09/2020,12,184.62,191.68,203.77
30/09/2020,13,255.74,265.81,278.23
30/09/2020,14,223.19,236.42,248
30/09/2020,15,204.85,217,233.56
30/09/2020,16,204.37,216.49,228.8
30/09/2020,17,214.06,228.74,246.65
30/09/2020,18,198.58,213.84,233.39
30/09/2020,19,184.8,200.52,218.94
30/09/2020,20,160.44,173.27,189.15
30/09/2020,21,160,171.37,187.03
30/09/2020,22,160,169.48,184.37
30/09/2020,23,160,169.48,184.83
30/09/2020,24,146.27,154.94,169.31
30/09/2020,25,110.33,116.87,128.83
30/09/2020,26,110,116.52,127.01
30/09/2020,27,110,116.52,126.89
30/09/2020,28,110.28,116.81,128.44
30/09/2020,29,110.22,116.76,127.52
30/09/2020,30,110,116.52,127.22
30/09/2020,31,110,116.52,127.19
30/09/2020,32,110,116.52,125
30/09/2020,33,109.43,115.92,124.11
30/09/2020,34,108.36,114.78,124.04
30/09/2020,35,103.63,109.77,118.74
30/09/2020,36,108.14,114.55,124.04
30/09/2020,37,108.01,114.41,124.04
30/09/2020,38,103.15,109.26,119.89
30/09/2020,39,108.17,114.58,125.25
30/09/2020,40,140.97,150.99,169.59
30/09/2020,41,142.76,152.54,169.32
30/09/2020,42,149.12,157.96,173.05
30/09/2020,43,160,169.48,187.44
30/09/2020,44,160.48,170,186.48
30/09/2020,45,369.7,391.61,426.06
30/09/2020,46,182.57,193.4,211.59
30/09/2020,47,188.4,195.53,211.53
30/09/2020,48,165.87,172.15,186.19
1/10/2020,1,148.79,154.42,162.62
1/10/2020,2,149.06,154.7,164.27
1/10/2020,3,126.72,131.52,139.4
1/10/2020,4,148.79,154.42,163.89
1/10/2020,5,127.07,131.88,139.92
1/10/2020,6,130,134.92,143.12
1/10/2020,7,116.47,120.88,128.26
1/10/2020,8,134.97,140.08,148.64
1/10/2020,9,265.64,275.69,292.37
1/10/2020,10,144.46,149.93,159.07
1/10/2020,11,259.15,274.51,292.3
1/10/2020,12,260.04,275.45,293.95
1/10/2020,13,398.67,422.3,447.97
1/10/2020,14,378.37,404.34,438.52
1/10/2020,15,389.86,416.61,456.7
1/10/2020,16,369.6,394.97,433.88
1/10/2020,17,417.83,446.62,491.12
1/10/2020,18,416.75,445.69,491.74
1/10/2020,19,205.75,219.92,243.06
1/10/2020,20,130.29,141.64,159.93
1/10/2020,21,130.25,140.31,158.85
1/10/2020,22,130.23,141.58,160.94
1/10/2020,23,130.19,139.12,158.55
1/10/2020,24,130.22,139.15,158.71
1/10/2020,25,130.8,144.12,165.85
1/10/2020,26,130.5,141.87,162.94
1/10/2020,27,133.36,144.98,167.06
1/10/2020,28,130.8,142.19,163.26
1/10/2020,29,130.64,142.02,162.11
1/10/2020,30,130.39,139.33,158.88
1/10/2020,31,130,138.92,158.44
1/10/2020,32,130.66,142.04,161.28
1/10/2020,33,130.8,142.19,161.5
1/10/2020,34,146.46,159.22,182.37
1/10/2020,35,130.68,142.06,163.63
1/10/2020,36,130,138.92,159.01
1/10/2020,37,124.41,132.95,152.27
1/10/2020,38,102.27,109.28,126.71
1/10/2020,39,109.23,116.72,133.65
1/10/2020,40,130,138.92,160.21
1/10/2020,41,130.49,139.44,160.81
1/10/2020,42,138.39,147.87,169.32
1/10/2020,43,184.66,195.61,220.99
1/10/2020,44,182.22,193.02,214.65
1/10/2020,45,195.45,202.85,217.73
1/10/2020,46,160.11,165.36,175.23
1/10/2020,47,174.48,180.21,191.09
1/10/2020,48,157.05,162.21,171.09
2/10/2020,1,202.24,208.88,220.35
2/10/2020,2,259.18,267.7,285.08
2/10/2020,3,140.93,145.56,154.91
2/10/2020,4,99.9,103.18,110.05
2/10/2020,5,95.78,98.92,105.72
2/10/2020,6,88.98,91.9,98.77
2/10/2020,7,66.68,68.87,73.41
2/10/2020,8,66.68,68.87,73.42
2/10/2020,9,88.91,91.84,98.26
2/10/2020,10,96.39,99.55,106.73
2/10/2020,11,156.36,161.49,172.39
2/10/2020,12,180.59,186.56,198.83
2/10/2020,13,188.95,196.1,213.22
2/10/2020,14,182.45,189.36,212.53
2/10/2020,15,130.27,137.99,157.4
2/10/2020,16,130.29,138.02,157.6
2/10/2020,17,203.6,215.67,246.31
2/10/2020,18,214.32,227.03,259.35
2/10/2020,19,215.79,228.58,258.88
2/10/2020,20,130.53,138.27,156.59
2/10/2020,21,130.5,138.23,159.37
2/10/2020,22,130,137.71,155.96
2/10/2020,23,132.51,140.37,160.62
2/10/2020,24,130.28,138,157.97
2/10/2020,25,131.4,139.19,160.58
2/10/2020,26,130,137.18,153.36
2/10/2020,27,130,137.71,156.41
2/10/2020,28,128.69,133.91,149.36
2/10/2020,29,129.96,135.22,152.66
2/10/2020,30,128.48,133.46,151.66
2/10/2020,31,129.29,134.54,151.54
2/10/2020,32,129.31,134.56,153.81
2/10/2020,33,130,137.71,157.41
2/10/2020,34,130,135.04,150.8
2/10/2020,35,130,135.03,152.27
2/10/2020,36,137.98,143.32,161.83
2/10/2020,37,94.33,98.01,110.66
2/10/2020,38,90.15,93.61,105.68
2/10/2020,39,90.12,93.86,106.35
2/10/2020,40,111.67,115.92,132.04
2/10/2020,41,129.22,134.11,151.65
2/10/2020,42,127.12,131.93,146.9
2/10/2020,43,129.73,133.99,147.67
2/10/2020,44,129.98,134.25,147.96
2/10/2020,45,137.6,142.12,153.27
2/10/2020,46,130,132.1,142.4
2/10/2020,47,128.03,129.47,137.38
2/10/2020,48,73.07,74.04,78.66
3/10/2020,1,90.31,91.43,98.28
3/10/2020,2,70.89,71.88,77.26
3/10/2020,3,88.54,89.65,96.16
3/10/2020,4,69.87,70.84,76.14
3/10/2020,5,68.96,69.89,74.97
3/10/2020,6,53.46,53.96,58.12
3/10/2020,7,56.2,56.79,61.39
3/10/2020,8,57.68,58.31,62.83
3/10/2020,9,54.43,55.03,59.48
3/10/2020,10,67.77,68.73,73.98
3/10/2020,11,68.95,70.17,76.02
3/10/2020,12,78.9,79.95,86.6
3/10/2020,13,130,134.27,145.74
3/10/2020,14,130.09,134.37,144.61
3/10/2020,15,130,134.27,148.54
3/10/2020,16,130,131.61,145.82
3/10/2020,17,127.15,131.32,147.51
3/10/2020,18,129.93,134.2,151.38
3/10/2020,19,130,134.27,152.54
3/10/2020,20,130,134.27,152.34
3/10/2020,21,129.94,134.21,150.76
3/10/2020,22,121.04,125.01,140.43
3/10/2020,23,105.93,109.41,122.74
3/10/2020,24,96.49,97.33,108.77
3/10/2020,25,121.79,125.79,139.26
3/10/2020,26,103.17,104.24,115.34
3/10/2020,27,94.96,98.08,108.9
3/10/2020,28,103.02,104.09,115.37
3/10/2020,29,93.68,94.52,104.78
3/10/2020,30,93.53,94.52,104.78
